timestamp,request_id,latency_ms,status,status_code,sla_violation,fraud_score,response_latency_ms
2025-12-10T22:00:20.514864,1,799.732219476999,success,200,1,0.955,795.4392234993902
2025-12-10T22:00:20.564864,2,777.5079735806144,success,200,1,0.001,783.525363556349
2025-12-10T22:00:20.614864,3,292.66909883352423,success,200,0,0.843,295.89209411434905
2025-12-10T22:00:20.664864,4,323.3060449742809,success,200,0,0.506,308.8995102561375
2025-12-10T22:00:20.714864,5,261.80463188468326,success,200,0,0.461,252.73944157282347
2025-12-10T22:00:20.764864,6,774.1524306283845,success,200,1,0.239,773.4962697956104
2025-12-10T22:00:20.814864,7,325.2724485427587,success,200,0,0.447,323.6370223103724
2025-12-10T22:00:20.864864,8,809.2074396419578,success,200,1,0.95,809.7076861002637
2025-12-10T22:00:20.914864,9,253.56839649227666,success,200,0,0.211,260.0127214914661
2025-12-10T22:00:20.964864,10,801.3368256471147,success,200,1,0.179,806.7970956020615
2025-12-10T22:00:21.014864,11,253.78038075156383,success,200,0,0.242,249.96478341582358
2025-12-10T22:00:21.064864,12,253.69945862504102,success,200,0,0.552,265.0269074631989
2025-12-10T22:00:21.114864,13,790.8159036264171,success,200,1,0.93,777.7038807398727
2025-12-10T22:00:21.164864,14,203.03519143697707,success,200,0,0.574,205.57048829032885
2025-12-10T22:00:21.214864,15,721.9750999836498,success,200,1,0.243,735.4656647607356
2025-12-10T22:00:21.264864,16,250.31993647656594,success,200,0,0.44,251.79237961132557
2025-12-10T22:00:21.314864,17,234.55091078829517,success,200,0,0.39,233.20409981268085
2025-12-10T22:00:21.364864,18,793.3458807624405,success,200,1,0.047,782.3634084233332
2025-12-10T22:00:21.414864,19,750.5663814783635,success,200,1,0.511,759.8720543365118
2025-12-10T22:00:21.464864,20,220.56937045326478,success,200,0,0.126,216.78321715449215
2025-12-10T22:00:21.514864,21,321.2977069122544,success,200,0,0.842,327.33508419679504
2025-12-10T22:00:21.564864,22,262.09782948297124,success,200,0,0.549,253.02423589518295
2025-12-10T22:00:21.614864,23,272.36348716407736,success,200,0,0.845,258.6193832520418
2025-12-10T22:00:21.664864,24,220.133813482529,success,200,0,0.956,214.29783705836903
2025-12-10T22:00:21.714864,25,250.94660464161862,success,200,0,0.943,244.38902048532535
2025-12-10T22:00:21.764864,26,786.2295147614512,success,200,1,0.1,797.4337723672695
2025-12-10T22:00:21.814864,27,742.0624489118253,success,200,1,0.945,753.0026622693679
2025-12-10T22:00:21.864864,28,795.4966547637044,success,200,1,0.796,796.5134814417459
2025-12-10T22:00:21.914864,29,248.97764585284182,success,200,0,0.778,234.54761422000763
2025-12-10T22:00:21.964864,30,259.7907187572353,success,200,0,0.09,251.6404586448496
2025-12-10T22:00:22.014864,31,248.9402685719711,success,200,0,0.18,253.1106463983741
2025-12-10T22:00:22.064864,32,847.1769605794187,success,200,1,0.975,835.2192126223298
