timestamp,request_id,latency_ms,status,status_code,sla_violation,fraud_score,response_latency_ms
2025-12-10T21:46:30.692898,1,658.9325994922415,success,200,1,0.293,660.896076549276
2025-12-10T21:46:30.742898,2,1130.3871350981738,success,200,1,0.45,1137.2611666155904
2025-12-10T21:46:30.792898,3,1016.8117013580593,success,200,1,0.228,1020.8929915211972
2025-12-10T21:46:30.842898,4,878.3249914764182,success,200,1,0.361,893.2664321282454
2025-12-10T21:46:30.892898,5,896.9991652088756,success,200,1,0.022,895.6884692420354
2025-12-10T21:46:30.942898,6,1024.7106401240546,success,200,1,0.954,1022.4598113230275
2025-12-10T21:46:30.992898,7,1083.5796444952457,success,200,1,0.416,1079.3838404779458
2025-12-10T21:46:31.042898,8,1115.2439231112419,success,200,1,0.789,1111.0927768914498
2025-12-10T21:46:31.092898,9,913.9789693223797,success,200,1,0.143,907.2520756438968
2025-12-10T21:46:31.142898,10,944.0742580575626,success,200,1,0.812,958.493161811959
2025-12-10T21:46:31.192898,11,931.1346190699495,success,200,1,0.86,942.2580800990069
2025-12-10T21:46:31.242898,12,936.7255094415005,success,200,1,0.715,931.225699590217
2025-12-10T21:46:31.292898,13,1057.0171348596368,success,200,1,0.903,1051.1740061991318
2025-12-10T21:46:31.342898,14,1120.9180388648576,success,200,1,0.167,1109.0240584804092
2025-12-10T21:46:31.392898,15,1031.5557450938034,success,200,1,0.476,1042.866670909088
2025-12-10T21:46:31.442898,16,736.5255045672172,success,200,1,0.62,732.6784860920154
2025-12-10T21:46:31.492898,17,991.5122017497736,success,200,1,0.596,993.6906635141274
2025-12-10T21:46:31.542898,18,1038.6883782366829,success,200,1,0.861,1050.6997101031109
2025-12-10T21:46:31.592898,19,721.4324354428506,success,200,1,0.216,718.6754548970769
2025-12-10T21:46:31.642898,20,1038.490541157905,success,200,1,0.176,1047.6965824605902
2025-12-10T21:46:31.692898,21,871.6682551224521,success,200,1,0.253,869.5768239099149
2025-12-10T21:46:31.742898,22,1034.296886713911,success,200,1,0.892,1040.3251148844436
2025-12-10T21:46:31.792898,23,1059.6712424027342,success,200,1,0.941,1057.6067746184997
2025-12-10T21:46:31.842898,24,1009.7601254691646,success,200,1,0.57,1006.5428995058054
2025-12-10T21:46:31.892898,25,906.9384121000504,success,200,1,0.501,921.6596892869077
2025-12-10T21:46:31.942898,26,585.6155752781932,success,200,1,0.605,588.9860705383005
2025-12-10T21:46:31.992898,27,681.4304811616795,success,200,1,0.616,677.4522166103689
2025-12-10T21:46:32.042898,28,876.4557804378233,success,200,1,0.17,869.1903647504278
2025-12-10T21:46:32.092898,29,1243.1115870833708,success,200,1,0.686,1229.3045781902592
2025-12-10T21:46:32.142898,30,1001.6425922639004,success,200,1,0.452,1007.8395824713622
2025-12-10T21:46:32.192898,31,1296.1508877093388,success,200,1,0.517,1292.3156105551966
