timestamp,request_id,latency_ms,status,status_code,sla_violation,fraud_score,response_latency_ms
2025-12-10T21:46:30.665851,1,799.732219476999,success,200,1,0.893,791.177857669749
2025-12-10T21:46:30.715851,2,777.5079735806144,success,200,1,0.433,763.7178784121597
2025-12-10T21:46:30.765851,3,292.66909883352423,success,200,0,0.536,283.7031951112356
2025-12-10T21:46:30.815851,4,323.3060449742809,success,200,0,0.477,313.6649112769099
2025-12-10T21:46:30.865851,5,261.80463188468326,success,200,0,0.389,256.93707178672867
2025-12-10T21:46:30.915851,6,774.1524306283845,success,200,1,0.887,771.7059155436483
2025-12-10T21:46:30.965851,7,325.2724485427587,success,200,0,0.894,325.52861528768995
2025-12-10T21:46:31.015851,8,809.2074396419578,success,200,1,0.336,808.5100559072076
2025-12-10T21:46:31.065851,9,253.5683964922767,success,200,0,0.615,246.68863467123538
2025-12-10T21:46:31.115851,10,801.3368256471147,success,200,1,0.927,787.2119457043369
2025-12-10T21:46:31.165851,11,253.78038075156383,success,200,0,0.962,256.9334294186784
2025-12-10T21:46:31.215851,12,253.69945862504102,success,200,0,0.509,250.57180352046166
2025-12-10T21:46:31.265851,13,790.8159036264171,success,200,1,0.453,784.7760683480436
2025-12-10T21:46:31.315851,14,203.03519143697707,success,200,0,0.279,214.04342272189245
2025-12-10T21:46:31.365851,15,721.9750999836498,success,200,1,0.959,729.3773992175945
2025-12-10T21:46:31.415851,16,250.31993647656594,success,200,0,0.143,261.0529029277392
2025-12-10T21:46:31.465851,17,234.55091078829517,success,200,0,0.58,234.400394629669
2025-12-10T21:46:31.515851,18,793.3458807624405,success,200,1,0.283,782.2738183262438
2025-12-10T21:46:31.565851,19,750.5663814783635,success,200,1,0.279,756.4530245620017
2025-12-10T21:46:31.615851,20,220.5693704532648,success,200,0,0.405,211.75158385138008
2025-12-10T21:46:31.665851,21,321.2977069122544,success,200,0,0.999,319.5345969850059
2025-12-10T21:46:31.715851,22,262.09782948297124,success,200,0,0.055,249.0478531514379
2025-12-10T21:46:31.765851,23,272.36348716407736,success,200,0,0.579,282.12273923676685
2025-12-10T21:46:31.815851,24,220.133813482529,success,200,0,0.083,208.91203271395403
2025-12-10T21:46:31.865851,25,250.9466046416186,success,200,0,0.155,263.03952985309786
2025-12-10T21:46:31.915851,26,786.2295147614512,success,200,1,0.44,797.156432829298
2025-12-10T21:46:31.965851,27,742.0624489118253,success,200,1,0.51,740.9999318450027
2025-12-10T21:46:32.015851,28,795.4966547637044,success,200,1,0.259,802.8277008928242
2025-12-10T21:46:32.065851,29,248.97764585284182,success,200,0,0.316,252.5609980673864
2025-12-10T21:46:32.115851,30,259.7907187572353,success,200,0,0.087,268.8829880273677
2025-12-10T21:46:32.165851,31,248.9402685719711,success,200,0,0.303,246.89442159554847
2025-12-10T21:46:32.215851,32,847.1769605794187,success,200,1,0.967,855.7512151067492
2025-12-10T21:46:32.265851,33,781.8748212557782,success,200,1,0.945,780.7485257677326
2025-12-10T21:46:32.315851,34,232.9801174865435,success,200,0,0.335,246.2090911218273
2025-12-10T21:46:32.365851,35,298.78907192361163,success,200,0,0.571,298.3802349483661
2025-12-10T21:46:32.415851,36,739.6176963726201,success,200,1,0.91,738.496274530632
2025-12-10T21:46:32.465851,37,789.6574499467723,success,200,1,0.006,798.2096057936777
2025-12-10T21:46:32.515851,38,713.7587697858137,success,200,1,0.811,723.4061005386388
2025-12-10T21:46:32.565851,39,223.51348828855492,success,200,0,0.948,225.14816171819004
2025-12-10T21:46:32.615851,40,276.89014325541933,success,200,0,0.091,267.2840776602716
2025-12-10T21:46:32.665851,41,295.84633029983934,success,200,0,0.161,294.8790772285667
2025-12-10T21:46:32.715851,42,788.3451139632548,success,200,1,0.961,802.3872890505452
2025-12-10T21:46:32.765851,43,778.2995342380175,success,200,1,0.538,785.889120029193
2025-12-10T21:46:32.815851,44,259.4613706543749,success,200,0,0.014,268.79624877074883
2025-12-10T21:46:32.865851,45,218.25173033714003,success,200,0,0.258,204.23649530171724
2025-12-10T21:46:32.915851,46,757.1526768277911,success,200,1,0.45,756.1884607068159
2025-12-10T21:46:32.965851,47,253.87764301640743,success,200,0,0.693,258.2762770261341
2025-12-10T21:46:33.015851,48,819.346502039268,success,200,1,0.733,829.2474825481103
2025-12-10T21:46:33.065851,49,794.373864256502,success,200,1,0.995,780.8520738639851
2025-12-10T21:46:33.115851,50,208.29359456230432,success,200,0,0.288,218.8667611315605
2025-12-10T21:46:33.165851,51,793.6901630504237,success,200,1,0.538,795.1421911526811
2025-12-10T21:46:33.215851,52,256.52212018542895,success,200,0,0.533,247.44153930271074
2025-12-10T21:46:33.265851,53,758.6549541108973,success,200,1,0.406,753.1726106043883
2025-12-10T21:46:33.315851,54,803.7558942310363,success,200,1,0.169,797.2137807835832
2025-12-10T21:46:33.365851,55,306.0849832873583,success,200,0,0.977,307.01075431601254
2025-12-10T21:46:33.415851,56,814.9420282906729,success,200,1,0.853,801.4925986880068
2025-12-10T21:46:33.465851,57,240.62738668720766,success,200,0,0.498,230.38347144220538
2025-12-10T21:46:33.515851,58,259.1775668452075,success,200,0,0.603,268.55835814648094
2025-12-10T21:46:33.565851,59,793.9414442207307,success,200,1,0.227,782.919563943135
2025-12-10T21:46:33.615851,60,304.1440794492826,success,200,0,0.544,296.1459675330264
2025-12-10T21:46:33.665851,61,253.22890167541485,success,200,0,0.695,251.83001984353956
2025-12-10T21:46:33.715851,62,263.5019358167664,success,200,0,0.515,264.0155624601663
2025-12-10T21:46:33.765851,63,231.27827590978902,success,200,0,0.99,239.1865902982138
2025-12-10T21:46:33.815851,64,228.1327681571765,success,200,0,0.611,226.55274095716214
2025-12-10T21:46:33.865851,65,298.43840378379696,success,200,0,0.371,307.1343424148631
2025-12-10T21:46:33.915851,66,829.8156251215847,success,200,1,0.772,833.3660143329485
2025-12-10T21:46:33.965851,67,267.4796457446883,success,200,0,0.17,255.87263792740296
2025-12-10T21:46:34.015851,68,817.4708755478267,success,200,1,0.385,807.1608186996119
2025-12-10T21:46:34.065851,69,795.004484998273,success,200,1,0.347,793.1154967617662
2025-12-10T21:46:34.115851,70,247.42080858882065,success,200,0,0.432,244.32749038149183
2025-12-10T21:46:34.165851,71,794.9960703144004,success,200,1,0.782,802.3023984035193
2025-12-10T21:46:34.215851,72,836.1785039479148,success,200,1,0.484,838.6006181418354
2025-12-10T21:46:34.265851,73,268.7460886311517,success,200,0,0.794,265.3900810612192
2025-12-10T21:46:34.315851,74,324.76252795349023,success,200,0,0.576,314.8853364570018
2025-12-10T21:46:34.365851,75,178.30892135685895,success,200,0,0.342,170.1140344266238
2025-12-10T21:46:34.415851,76,811.1138117747387,success,200,1,0.81,813.3788423288105
2025-12-10T21:46:34.465851,77,785.3938715099418,success,200,1,0.238,783.0970356569356
2025-12-10T21:46:34.515851,78,259.53474273369466,success,200,0,0.224,259.9825679995148
2025-12-10T21:46:34.565851,79,273.21162717874256,success,200,0,0.505,263.33195023780956
2025-12-10T21:46:34.615851,80,712.7823121105746,success,200,1,0.261,717.6694996809116
