timestamp,request_id,latency_ms,status,status_code,sla_violation,fraud_score,response_latency_ms
2025-12-10T21:29:11.201814,1,654.74,success,200,1,0.179,531.75
2025-12-10T21:29:12.207797,2,774.61,success,200,1,0.677,660.31
2025-12-10T21:29:13.208925,3,893.62,success,200,1,0.93,868.93
2025-12-10T21:29:14.213311,4,1023.95,success,200,1,0.812,998.95
2025-12-10T21:29:15.216799,5,1760.03,success,200,1,0.725,1696.27
2025-12-10T21:29:16.221884,6,1879.17,success,200,1,0.024,1759.68
2025-12-10T21:29:17.224897,7,2004.13,success,200,1,0.973,1976.9
2025-12-10T21:29:18.229897,8,2197.7,success,200,1,0.388,2169.91
2025-12-10T21:29:19.231920,9,2457.93,success,200,1,0.366,2431.79
2025-12-10T21:29:20.428453,10,2506.31,success,200,1,0.347,2480.3
2025-12-10T21:29:21.690429,11,2333.63,success,200,1,0.293,2308.28
2025-12-10T21:29:22.936371,12,2328.94,success,200,1,0.159,2300.6
2025-12-10T21:29:24.025699,13,2528.09,success,200,1,0.333,2505.38
2025-12-10T21:29:25.266788,14,2470.58,success,200,1,0.984,2446.04
2025-12-10T21:29:26.554316,15,2401.87,success,200,1,0.697,2371.52
2025-12-10T21:29:27.738748,16,2384.14,success,200,1,0.929,2360.5
2025-12-10T21:29:28.957563,17,2352.74,success,200,1,0.961,2280.22
2025-12-10T21:29:30.123609,18,2416.71,success,200,1,0.911,2377.79
2025-12-10T21:29:31.311160,19,2529.8,success,200,1,0.365,2505.83
2025-12-10T21:29:32.541894,20,2456.18,success,200,1,0.321,2395.5
2025-12-10T21:29:33.842848,21,2331.17,success,200,1,0.961,2303.1
2025-12-10T21:29:34.999230,22,2295.64,success,200,1,0.06,2266.95
2025-12-10T21:29:36.176085,23,2302.39,success,200,1,0.069,2254.05
2025-12-10T21:29:37.296774,24,2411.6,success,200,1,0.162,2319.55
2025-12-10T21:29:38.479147,25,2501.07,success,200,1,0.08,2475.97
2025-12-10T21:29:39.709464,26,2449.12,success,200,1,0.742,2422.47
2025-12-10T21:29:40.981560,27,1947.9,success,200,1,0.752,1923.15
