timestamp,request_id,latency_ms,status,status_code,sla_violation,fraud_score,response_latency_ms
2025-12-10T22:16:50.051816,4,1875.12,success,200,1,0.797,9352.78
2025-12-10T22:16:49.708368,2,1949.15,success,200,1,0.612,9696.93
2025-12-10T22:16:49.540945,1,1988.92,success,200,1,0.091,9916.54
2025-12-10T22:16:50.388861,6,1821.16,success,200,1,0.241,9085.94
2025-12-10T22:16:49.880179,3,2002.76,timeout,0,1,,
2025-12-10T22:16:50.221480,5,2002.47,timeout,0,1,,
2025-12-10T22:16:59.427958,7,2002.52,timeout,0,1,,
2025-12-10T22:16:59.454397,8,2002.53,timeout,0,1,,
2025-12-10T22:16:59.485684,9,2002.03,timeout,0,1,,
2025-12-10T22:16:59.494914,10,2002.24,timeout,0,1,,
2025-12-10T22:16:59.894421,11,2002.34,timeout,0,1,,
2025-12-10T22:17:00.234191,12,2002.47,timeout,0,1,,
2025-12-10T22:17:09.440880,13,2002.05,timeout,0,1,,
2025-12-10T22:17:09.467210,14,2001.98,timeout,0,1,,
2025-12-10T22:17:09.495975,15,2002.3,timeout,0,1,,
2025-12-10T22:17:09.506223,16,2002.46,timeout,0,1,,
2025-12-10T22:17:09.906860,17,2003.89,timeout,0,1,,
2025-12-10T22:17:10.249017,18,2002.63,timeout,0,1,,
2025-12-10T22:17:19.477355,20,2006.88,timeout,0,1,,
2025-12-10T22:17:19.451899,19,2012.06,timeout,0,1,,
2025-12-10T22:17:19.507721,21,2002.18,timeout,0,1,,
2025-12-10T22:17:19.518740,22,2002.85,timeout,0,1,,
2025-12-10T22:17:19.927117,23,2005.2,timeout,0,1,,
2025-12-10T22:17:20.262515,24,2002.81,timeout,0,1,,
2025-12-10T22:17:29.513593,26,2002.75,timeout,0,1,,
2025-12-10T22:17:29.512652,25,2003.06,timeout,0,1,,
2025-12-10T22:17:29.519038,27,2002.25,timeout,0,1,,
2025-12-10T22:17:29.533576,28,2002.6,timeout,0,1,,
2025-12-10T22:17:29.953482,29,2002.36,timeout,0,1,,
2025-12-10T22:17:30.277129,30,2021.07,timeout,0,1,,
